Gender,ParentMaritalStatus,Maths,Reading,Writing
female,married,30,47,42
female,married,68,69,75
male,married,73,58,60
male,married,40,42,38
female,married,54,65,62
female,married,62,75,70
male,widowed,75,73,67
male,divorced,45,37,38
male,divorced,49,51,57
male,divorced,80,85,80
male,divorced,47,49,46
male,married,64,53,54
male,married,62,57,55
female,single,77,82,85
female,married,79,88,78
male,single,47,40,35
female,married,79,85,86
male,single,45,43,33
male,single,96,90,83
female,married,63,66,64
female,divorced,64,80,82
female,divorced,57,65,69
female,divorced,100,95,97
female,married,55,64,65
female,married,61,76,77
female,married,62,74,76
female,married,97,98,100
female,divorced,65,70,75
female,single,57,68,74
male,single,60,55,56
male,married,85,68,63
male,married,73,72,69
female,widowed,64,66,72
female,,67,80,88
male,married,75,62,65
female,married,90,100,100
female,divorced,68,83,72
female,married,85,97,98
male,single,88,74,70
female,married,80,79,89
female,married,34,39,34
male,single,42,40,37
male,divorced,73,77,72
female,single,42,58,56
female,married,74,85,79
female,married,89,99,98
female,married,66,59,64
female,single,61,65,66
male,divorced,54,54,48
female,married,74,89,85
female,married,76,82,78
female,single,91,94,95
male,married,60,60,51
male,married,66,65,58
male,single,73,68,72
female,married,83,99,97
male,married,67,57,53
male,widowed,58,59,49
male,married,74,67,67
male,married,65,60,59
female,divorced,79,89,90
female,married,90,93,100
female,single,48,66,66
female,divorced,79,84,94
female,married,77,89,87
female,married,58,62,66
female,,69,76,72
male,married,53,56,52
male,married,60,64,52
female,divorced,61,71,73
male,divorced,71,66,71
male,married,63,58,50
female,married,48,52,47
female,widowed,54,68,69
female,married,90,91,88
male,married,74,79,74
male,single,73,79,74
male,married,66,64,65
female,married,74,74,78
male,,32,42,41
female,married,82,83,88
female,married,55,60,60
male,married,76,69,64
male,married,73,73,78
male,single,70,78,71
female,married,53,62,67
male,married,94,85,87
female,married,72,80,78
male,divorced,64,62,57
male,married,86,81,77
female,married,67,79,81
female,single,57,62,63
male,single,46,56,50
female,married,60,73,68
female,married,71,68,71
female,married,78,89,81
female,married,36,45,42
female,,57,71,62
female,married,80,88,85
female,single,54,60,57
male,married,65,63,58
female,married,64,78,75
female,married,84,84,89
female,married,52,55,57
female,married,60,72,66
male,single,68,60,58
female,divorced,41,51,56
female,married,70,65,70
male,married,80,62,63
female,divorced,78,70,78
female,single,52,62,60
male,married,60,50,45
male,married,60,61,54
female,married,60,70,73
female,single,49,57,57
female,single,90,100,100
female,divorced,70,78,76
female,married,81,86,84
male,married,43,44,43
male,single,60,51,54
male,single,100,96,91
male,single,77,70,68
female,widowed,84,96,98
male,married,70,67,65
female,,52,70,65
male,divorced,79,75,70
female,married,92,92,99
male,divorced,49,40,38
female,single,68,76,79
female,single,100,98,92
female,married,67,82,82
female,married,85,86,93
female,divorced,52,68,66
male,single,30,21,17
female,divorced,89,95,90
female,married,53,55,54
female,married,44,45,52
male,single,61,65,54
female,divorced,95,98,98
female,single,64,75,69
male,single,49,61,49
female,,43,59,57
male,married,49,41,36
male,married,57,56,49
male,single,82,79,81
male,divorced,92,91,83
female,married,47,59,61
male,married,73,74,76
male,divorced,88,73,74
male,married,81,82,87
female,married,82,84,97
female,married,51,61,57
male,divorced,44,49,46
female,married,63,69,74
male,married,70,66,62
male,single,61,46,50
male,married,34,37,35
male,single,44,49,39
male,single,90,84,85
male,married,39,45,29
male,,34,46,33
male,married,93,85,78
male,divorced,60,57,51
male,single,66,55,57
male,married,97,98,95
female,divorced,74,83,83
female,married,46,58,53
male,married,64,75,77
female,married,58,66,64
female,single,41,57,58
male,married,30,30,36
female,divorced,82,84,90
male,married,78,65,62
male,married,56,54,50
male,divorced,74,62,66
female,widowed,98,100,100
male,married,64,63,54
male,married,76,63,69
female,married,83,87,94
female,married,53,48,55
female,single,81,79,80
female,married,74,71,70
male,married,67,58,54
female,single,45,58,55
male,divorced,82,74,69
female,divorced,93,93,88
male,single,93,81,78
female,married,54,57,60
female,divorced,59,59,60
male,single,48,43,41
female,married,52,68,65
female,married,68,80,82
male,married,82,78,84
female,single,48,64,61
male,single,78,79,88
male,married,75,79,77
female,married,52,61,58
male,widowed,82,77,70
male,married,100,88,90
male,single,83,80,78
male,married,64,61,59
male,single,40,31,27
male,married,70,70,76
female,,64,75,78
male,married,77,80,73
male,married,90,88,91
male,divorced,73,54,63
male,married,52,44,42
male,married,77,66,64
female,divorced,51,57,60
male,divorced,78,71,74
female,single,67,88,80
male,single,77,76,73
female,married,81,87,87
male,single,77,77,74
male,married,60,58,55
female,single,56,68,60
female,divorced,38,62,57
female,,65,77,80
female,,82,87,89
male,divorced,86,86,76
female,married,69,84,87
male,married,50,52,49
female,married,49,71,73
male,married,67,56,54
female,married,33,53,48
female,single,64,72,73
female,married,89,87,92
male,divorced,81,74,67
male,married,76,77,72
male,divorced,76,65,61
female,divorced,60,81,82
female,single,47,52,54
female,single,49,59,70
male,widowed,46,50,42
male,single,58,48,45
male,married,51,48,42
female,single,87,92,90
female,married,69,79,81
male,married,38,41,35
male,married,55,52,53
male,single,60,61,50
male,married,88,79,82
male,single,88,87,80
female,married,71,76,76
male,single,57,41,43
male,single,73,66,55
male,married,94,90,86
male,married,100,96,100
female,divorced,58,68,69
female,married,74,87,77
male,divorced,48,40,37
male,single,61,64,57
male,married,64,69,65
male,married,45,37,35
female,single,36,47,52
female,divorced,91,93,99
female,married,57,73,79
male,divorced,61,57,55
male,married,71,70,71
male,married,84,83,82
female,married,77,77,87
male,single,78,86,88
female,divorced,64,75,74
female,divorced,70,80,81
male,married,28,36,32
female,single,65,69,70
male,,51,46,44
female,single,64,79,76
female,married,49,64,58
female,married,76,78,77
male,divorced,67,57,62
female,married,81,88,90
female,married,42,59,52
male,married,70,67,59
female,single,79,89,89
male,married,52,48,48
female,married,59,75,67
male,married,73,71,70
female,married,31,48,52
female,married,72,71,79
male,married,65,66,65
male,married,79,75,79
female,single,85,97,100
female,divorced,73,75,69
female,married,64,79,85
female,married,62,75,72
male,single,67,53,53
female,married,45,51,61
female,single,79,90,93
female,married,68,76,79
female,,46,67,59
male,married,88,80,79
female,divorced,74,77,82
female,single,81,84,100
female,married,86,92,88
female,married,51,56,56
female,married,75,77,73
male,divorced,97,85,86
male,married,45,44,43
male,married,63,61,60
male,,92,83,79
female,married,62,68,72
male,single,69,80,74
female,widowed,76,77,79
male,married,72,81,79
male,married,80,81,83
female,married,66,71,70
male,single,63,63,62
male,married,61,56,51
female,married,66,78,74
female,married,84,93,97
female,single,44,49,44
female,married,62,71,69
female,single,91,100,100
female,divorced,56,76,66
male,married,66,62,57
female,single,50,54,47
male,married,78,72,67
female,married,77,85,95
female,single,52,59,62
female,single,75,77,83
male,married,88,77,75
male,married,44,53,54
female,married,76,78,85
female,married,30,45,42
female,married,43,65,62
male,married,45,36,28
female,married,71,90,87
female,married,60,67,66
female,single,61,63,66
female,,57,67,74
female,married,59,61,57
male,married,62,47,48
male,divorced,75,69,64
male,married,64,68,62
female,divorced,81,90,86
female,divorced,39,44,47
female,single,78,86,87
male,divorced,54,49,54
male,married,26,40,31
male,married,91,91,90
female,married,47,56,59
female,single,54,63,69
male,single,82,74,69
male,single,85,74,72
female,married,62,75,70
female,,42,53,48
male,single,79,82,76
male,married,82,79,74
female,divorced,49,66,62
male,single,94,94,93
male,married,62,64,62
male,single,57,52,45
female,married,72,81,78
male,married,64,70,66
female,divorced,47,60,55
male,single,49,47,56
female,single,52,70,67
male,single,78,66,69
male,married,54,49,47
female,married,72,71,71
male,married,88,85,86
male,single,60,65,61
female,married,52,55,57
male,single,73,70,63
female,single,33,32,34
female,married,54,53,55
male,married,90,90,87
male,divorced,32,35,30
male,divorced,66,68,68
male,married,65,68,67
female,married,61,64,72
female,married,63,70,77
female,single,53,74,73
female,single,46,53,53
male,married,49,46,48
male,married,60,49,45
male,single,61,46,50
female,married,51,58,60
male,single,47,51,50
male,single,88,71,76
female,single,65,76,74
male,divorced,78,70,74
male,married,60,60,61
male,married,76,78,68
male,married,84,85,79
male,married,65,64,63
male,married,87,74,76
female,married,88,93,92
female,married,66,71,77
male,married,70,65,66
male,divorced,68,73,71
female,married,33,44,46
female,single,46,65,59
male,single,90,81,82
female,married,65,64,69
female,single,66,68,78
male,single,56,45,47
female,divorced,29,46,42
female,married,59,67,65
female,divorced,51,61,54
male,married,73,55,60
female,married,93,99,100
male,divorced,66,57,57
female,divorced,70,82,83
female,single,72,80,82
male,single,53,54,56
male,married,78,80,70
female,married,54,69,65
male,married,63,59,47
male,divorced,79,83,75
male,divorced,57,50,49
female,married,65,68,72
male,widowed,78,81,75
female,married,51,52,51
female,single,87,86,89
female,single,53,61,62
male,single,61,55,61
male,married,87,82,78
male,,98,92,91
female,married,53,67,68
male,married,66,64,53
male,divorced,69,64,55
male,married,78,77,74
male,divorced,56,55,50
female,married,100,98,100
female,married,73,74,69
male,married,84,82,80
male,married,48,52,48
male,married,77,61,57
male,married,56,47,40
female,divorced,66,66,60
female,single,46,68,67
female,divorced,36,57,52
male,married,75,63,58
male,married,96,87,86
female,,35,49,46
female,single,62,75,74
male,single,45,47,44
female,single,61,73,75
male,married,82,72,77
female,married,87,100,100
male,divorced,64,55,61
female,divorced,43,48,49
female,divorced,88,97,100
female,married,49,56,52
female,single,67,78,84
female,divorced,61,73,69
male,single,66,64,68
female,,53,55,55
male,single,71,65,61
male,married,88,88,79
female,single,29,42,40
female,married,77,80,75
female,divorced,55,76,67
female,divorced,78,80,77
male,married,55,59,53
male,,53,57,58
male,married,94,73,72
male,single,87,77,74
female,married,39,50,53
male,married,98,84,85
female,single,55,59,56
female,married,53,73,67
female,divorced,73,73,74
female,married,66,74,73
female,married,65,74,74
male,single,79,75,77
female,divorced,81,88,91
male,married,87,90,87
female,married,49,62,67
male,married,75,65,63
female,married,62,64,67
female,married,93,92,89
male,married,43,45,43
male,married,69,70,67
female,married,83,81,85
female,married,72,75,83
female,married,71,70,70
male,married,58,58,58
female,single,38,55,50
male,,57,57,54
male,divorced,79,87,81
female,married,70,79,80
male,single,67,61,58
female,married,61,69,78
female,married,63,68,63
male,married,86,75,71
female,divorced,74,73,74
female,married,43,50,53
male,married,52,51,44
male,married,79,74,71
male,single,86,70,68
male,single,67,63,64
male,married,91,76,84
male,married,66,73,63
female,single,39,55,48
male,married,75,77,71
male,married,75,66,69
male,divorced,66,65,63
male,divorced,71,76,76
female,married,81,91,92
female,married,39,55,52
male,married,94,90,95
female,married,62,67,76
female,married,58,65,65
male,divorced,62,61,56
female,married,58,61,56
male,married,91,81,77
female,married,51,66,60
female,married,50,59,61
female,married,49,60,50
male,married,75,76,76
female,married,60,53,59
male,widowed,68,70,63
female,married,71,64,66
female,married,57,73,70
male,widowed,44,39,40
male,married,81,64,73
female,married,75,78,82
male,married,91,85,86
female,single,94,98,99
male,divorced,69,65,60
male,,89,84,86
male,married,95,88,96
male,married,51,55,55
male,married,86,85,96
male,married,72,67,67
female,married,83,89,86
female,single,78,74,84
female,married,86,89,94
male,married,49,37,34
male,single,69,65,57
male,single,68,66,58
male,divorced,52,54,58
male,single,53,47,45
male,married,61,61,60
male,,87,82,78
female,married,98,100,100
male,married,38,47,43
female,married,63,66,61
female,divorced,46,63,63
female,,49,59,59
female,married,62,66,61
female,married,87,88,89
male,,80,82,80
male,single,75,69,64
female,single,74,77,68
female,married,93,100,100
female,married,92,94,98
female,married,42,59,66
female,single,65,84,78
male,married,85,88,84
male,married,70,68,59
male,married,36,33,28
male,divorced,72,65,62
male,married,66,56,56
male,married,63,57,53
female,married,51,60,61
female,single,53,69,71
male,married,63,62,60
male,single,100,100,92
female,married,44,56,60
female,married,72,74,81
female,divorced,77,76,82
female,married,73,85,92
female,married,72,78,82
male,married,79,70,69
female,married,39,54,53
male,married,86,80,85
female,divorced,52,62,58
female,single,54,68,64
male,married,39,54,44
male,married,58,56,56
female,single,69,71,75
female,married,74,84,82
female,divorced,75,82,80
male,married,83,78,70
female,married,65,75,72
male,married,66,65,63
male,single,76,65,68
male,married,50,46,45
female,single,40,65,65
male,married,78,84,79
male,single,73,62,60
female,divorced,62,78,74
male,single,81,75,76
male,married,76,74,74
male,divorced,56,55,50
female,married,72,88,89
male,divorced,45,42,41
male,single,73,75,70
male,married,79,73,69
male,divorced,61,62,59
male,married,60,52,52
female,married,68,72,76
female,married,68,67,70
male,married,83,70,63
male,married,61,50,50
male,married,67,69,68
male,widowed,72,66,65
female,single,60,62,66
female,single,53,65,68
female,married,46,49,47
female,married,81,91,96
male,married,94,88,88
female,married,44,58,57
female,single,56,66,58
male,married,66,73,75
male,divorced,60,58,58
male,single,69,62,65
male,married,50,51,54
female,married,45,57,63
female,divorced,71,80,83
male,divorced,86,78,82
male,single,64,63,61
male,married,58,53,57
male,divorced,69,69,62
female,married,70,82,87
male,married,81,68,62
female,married,35,49,48
male,married,31,43,39
female,single,79,88,86
female,divorced,51,68,62
female,married,54,74,67
female,married,60,72,68
male,married,87,88,93
male,single,46,57,46
male,married,100,100,100
female,single,48,63,62
male,single,43,36,37
